SpecID,PassNonPass,IOCOrder,BLFamilyLatin,BLFamilyEnglish,BLFamSequID,Taxo,Scientific,English,Diet-Inv,Diet-Vend,Diet-Vect,Diet-Vfish,Diet-Vunk,Diet-Scav,Diet-Fruit,Diet-Nect,Diet-Seed,Diet-PlantO,Diet-5Cat,Diet-Source,Diet-Certainty,Diet-EnteredBy,ForStrat-watbelowsurf,ForStrat-wataroundsurf,ForStrat-ground,ForStrat-understory,ForStrat-midhigh,ForStrat-canopy,ForStrat-aerial,PelagicSpecialist,ForStrat-Source,ForStrat-SpecLevel,ForStrat-EnteredBy,Nocturnal,BodyMass-Value,BodyMass-Source,BodyMass-SpecLevel,BodyMass-Comment,Record-Comment
447,Nonpasseriformes,Galliformes,Numididae,Guineafowl,9,BL3,Agelastes niger,Black Guineafowl,70,0,0,0,0,0,10,0,10,10,Invertebrate,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,0,69999,Dunning08,1,,
448,Nonpasseriformes,Galliformes,Numididae,Guineafowl,9,BL3,Numida meleagris,Helmeted Guineafowl,30,0,0,0,0,0,10,0,20,40,PlantSeed,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,0,1299,Dunning08,1,,
452,Nonpasseriformes,Galliformes,Numididae,Guineafowl,9,BL3,Guttera plumifera,Plumed Guineafowl,50,0,0,0,0,0,10,0,10,30,Omnivore,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,0,86602,Dunning08,1,,
453,Nonpasseriformes,Galliformes,Numididae,Guineafowl,9,BL3,Guttera pucherani,Crested Guineafowl,50,0,0,0,0,0,30,0,20,0,Omnivore,Ref_2,A,Jennifer,0,0,90,10,0,0,0,0,Ref_2,1,Other,0,1149,Dunning08,1,,
456,Nonpasseriformes,Galliformes,Numididae,Guineafowl,9,BL3,Acryllium vulturinum,Vulturine Guineafowl,10,0,0,0,0,0,20,0,20,50,PlantSeed,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,0,1330,Dunning08,1,,
460,Nonpasseriformes,Galliformes,Odontophoridae,New World quails,10,BL3,Dendrortyx barbatus,Bearded Wood-partridge,0,0,0,0,0,0,50,0,40,10,Omnivore,Ref_2,C,Jennifer,0,0,60,30,10,0,0,0,Ref_2,1,Other,0,432,Dunning08,1,,
461,Nonpasseriformes,Galliformes,Odontophoridae,New World quails,10,BL3,Dendrortyx macroura,Long-tailed Wood-partridge,0,0,0,0,0,0,30,0,30,40,PlantSeed,Ref_2,A,Jennifer,0,0,60,30,10,0,0,0,Ref_2,1,Other,0,43099,Dunning08,1,,
462,Nonpasseriformes,Galliformes,Odontophoridae,New World quails,10,BL3,Dendrortyx leucophrys,Buffy-crowned Wood-partridge,0,0,0,0,0,0,30,0,40,30,PlantSeed,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,0,36739,Dunning08,1,,
463,Nonpasseriformes,Galliformes,Odontophoridae,New World quails,10,BL3,Oreortyx pictus,Mountain Quail,0,0,0,0,0,0,20,0,40,40,PlantSeed,Ref_2,A,Jennifer,0,0,80,20,0,0,0,0,Ref_2,1,Other,0,233,Dunning08,1,,
464,Nonpasseriformes,Galliformes,Odontophoridae,New World quails,10,BL3,Callipepla squamata,Scaled Quail,30,0,0,0,0,0,0,0,40,30,PlantSeed,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,0,18386,Dunning08,1,,
465,Nonpasseriformes,Galliformes,Odontophoridae,New World quails,10,BL3,Callipepla douglasii,Elegant Quail,30,0,0,0,0,0,30,0,40,0,Omnivore,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,0,17708,Dunning08,1,,
466,Nonpasseriformes,Galliformes,Odontophoridae,New World quails,10,BL3,Callipepla californica,California Quail,0,0,0,0,0,0,0,0,50,50,PlantSeed,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,0,1657,Dunning08,1,,
467,Nonpasseriformes,Galliformes,Odontophoridae,New World quails,10,BL3,Callipepla gambelii,Gambel's Quail,10,0,0,0,0,0,0,0,40,50,PlantSeed,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,0,16595,Dunning08,1,,
468,Nonpasseriformes,Galliformes,Odontophoridae,New World quails,10,BL3,Philortyx fasciatus,Banded Quail,10,0,0,0,0,0,0,0,60,30,PlantSeed,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,0,130,Dunning08,1,,
469,Nonpasseriformes,Galliformes,Odontophoridae,New World quails,10,BL3,Colinus virginianus,Northern Bobwhite,0,0,0,0,0,0,0,0,70,30,PlantSeed,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,0,17189,Dunning08,1,,
470,Nonpasseriformes,Galliformes,Odontophoridae,New World quails,10,BL3,Colinus nigrogularis,Black-throated Bobwhite,0,0,0,0,0,0,0,0,100,0,PlantSeed,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,0,12981,Dunning08,1,,
471,Nonpasseriformes,Galliformes,Odontophoridae,New World quails,10,BL3,Colinus cristatus,Crested Bobwhite,10,0,0,0,0,0,0,0,90,0,PlantSeed,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,0,13445,Dunning08,1,,
474,Nonpasseriformes,Galliformes,Odontophoridae,New World quails,10,BL3,Odontophorus gujanensis,Marbled Wood-quail,50,0,0,0,0,0,20,0,30,0,Omnivore,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,0,31406,Dunning08,1,,
475,Nonpasseriformes,Galliformes,Odontophoridae,New World quails,10,BL3,Odontophorus capueira,Spot-winged Wood-quail,0,0,0,0,0,0,80,0,20,0,FruiNect,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,0,4254,Dunning08,1,,
476,Nonpasseriformes,Galliformes,Odontophoridae,New World quails,10,BL3,Odontophorus melanotis,Black-eared Wood-quail,20,0,0,0,0,0,30,0,30,20,Omnivore,Ref_2,D1,Jennifer,0,0,100,0,0,0,0,0,Genus,0,Walter,0,335,Dunning08,1,,
477,Nonpasseriformes,Galliformes,Odontophoridae,New World quails,10,BL3,Odontophorus erythrops,Rufous-fronted Wood-quail,20,0,0,0,0,0,30,0,30,20,Omnivore,Ref_2,D1,Jennifer,0,0,100,0,0,0,0,0,Genus,0,Walter,0,335,Dunning08,1,,
478,Nonpasseriformes,Galliformes,Odontophoridae,New World quails,10,BL3,Odontophorus atrifrons,Black-fronted Wood-quail,20,0,0,0,0,0,30,0,30,20,Omnivore,Ref_2,D1,Jennifer,0,0,100,0,0,0,0,0,Genus,0,Walter,0,304,Dunning08,1,,
479,Nonpasseriformes,Galliformes,Odontophoridae,New World quails,10,BL3,Odontophorus hyperythrus,Chestnut Wood-quail,10,0,0,0,0,0,40,0,50,0,Omnivore,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,0,3393,Dunning08,1,,
480,Nonpasseriformes,Galliformes,Odontophoridae,New World quails,10,BL3,Odontophorus melanonotus,Dark-backed Wood-quail,20,0,0,0,0,0,30,0,30,20,Omnivore,Ref_2,D1,Jennifer,0,0,100,0,0,0,0,0,Genus,0,Walter,0,322,Dunning08,1,,
481,Nonpasseriformes,Galliformes,Odontophoridae,New World quails,10,BL3,Odontophorus speciosus,Rufous-breasted Wood-quail,20,0,0,0,0,0,30,0,30,20,Omnivore,Ref_2,D1,Jennifer,0,0,100,0,0,0,0,0,Genus,0,Walter,0,317,Dunning08,1,,
482,Nonpasseriformes,Galliformes,Odontophoridae,New World quails,10,BL3,Odontophorus dialeucos,Tacarcuna Wood-quail,20,0,0,0,0,0,30,0,30,20,Omnivore,Ref_2,D1,Jennifer,0,0,100,0,0,0,0,0,Genus,0,Walter,0,260,Dunning08,1,,
483,Nonpasseriformes,Galliformes,Odontophoridae,New World quails,10,BL3,Odontophorus strophium,Gorgeted Wood-quail,0,0,0,0,0,0,50,0,50,0,Omnivore,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,0,302,Dunning08,1,,
484,Nonpasseriformes,Galliformes,Odontophoridae,New World quails,10,BL3,Odontophorus columbianus,Venezuelan Wood-quail,40,0,0,0,0,0,30,0,30,0,Omnivore,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,0,340,Dunning08,1,,
485,Nonpasseriformes,Galliformes,Odontophoridae,New World quails,10,BL3,Odontophorus leucolaemus,Black-breasted Wood-quail,20,0,0,0,0,0,0,0,0,80,PlantSeed,Ref_2,B,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,0,295,Dunning08,1,,
486,Nonpasseriformes,Galliformes,Odontophoridae,New World quails,10,BL3,Odontophorus balliviani,Stripe-faced Wood-quail,20,0,0,0,0,0,30,0,30,20,Omnivore,Ref_2,D1,Jennifer,0,0,100,0,0,0,0,0,Genus,0,Walter,0,31743,Dunning08,1,,
487,Nonpasseriformes,Galliformes,Odontophoridae,New World quails,10,BL3,Odontophorus stellatus,Starred Wood-quail,20,0,0,0,0,0,30,0,30,20,Omnivore,Ref_2,D1,Jennifer,0,0,100,0,0,0,0,0,Genus,0,Walter,0,33581,Dunning08,1,,
488,Nonpasseriformes,Galliformes,Odontophoridae,New World quails,10,BL3,Odontophorus guttatus,Spotted Wood-quail,20,0,0,0,0,0,0,0,30,50,PlantSeed,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,0,30383,Dunning08,1,,
489,Nonpasseriformes,Galliformes,Odontophoridae,New World quails,10,BL3,Dactylortyx thoracicus,Singing Quail,20,0,0,0,0,0,0,0,40,40,PlantSeed,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,0,20175,Dunning08,1,,
490,Nonpasseriformes,Galliformes,Odontophoridae,New World quails,10,BL3,Cyrtonyx montezumae,Montezuma Quail,40,0,0,0,0,0,10,0,10,40,Omnivore,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,0,18538,Dunning08,1,,
491,Nonpasseriformes,Galliformes,Odontophoridae,New World quails,10,BL3,Cyrtonyx ocellatus,Ocellated Quail,40,0,0,0,0,0,10,0,10,40,Omnivore,Ref_2,B,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,0,19918,Dunning08,1,,
492,Nonpasseriformes,Galliformes,Odontophoridae,New World quails,10,BL3,Rhynchortyx cinctus,Tawny-faced Quail,60,0,0,0,0,0,0,0,40,0,Invertebrate,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,0,150,Dunning08,1,,
551,Nonpasseriformes,Anseriformes,Anhimidae,Screamers,12,BL3,Anhima cornuta,Horned Screamer,10,0,0,0,0,0,0,0,0,90,PlantSeed,Ref_1,A,Jennifer,0,40,60,0,0,0,0,0,Ref_1,1,Morgane; Walter,0,3150,Dunning08,1,,
552,Nonpasseriformes,Anseriformes,Anhimidae,Screamers,12,BL3,Chauna chavaria,Northern Screamer,0,0,0,0,0,0,0,0,0,100,PlantSeed,Ref_1,A,Jennifer,0,40,60,0,0,0,0,0,Ref_1,1,Morgane; Walter,0,255764,Dunning08,1,,
553,Nonpasseriformes,Anseriformes,Anhimidae,Screamers,12,BL3,Chauna torquata,Southern Screamer,0,0,0,0,0,0,0,0,20,80,PlantSeed,Ref_1,A,Jennifer,0,40,60,0,0,0,0,0,Ref_1,1,Morgane,0,4400,Dunning08,1,,
555,Nonpasseriformes,Anseriformes,Anseranatidae,Magpie Goose,13,BL3,Anseranas semipalmata,Magpie Goose,0,0,0,0,0,0,0,0,30,70,PlantSeed,Ref_1,A,Jennifer,0,40,60,0,0,0,0,0,Ref_1,1,Morgane,0,23934,Dunning08,1,,
558,Nonpasseriformes,Anseriformes,Anatidae,"Ducks, geese and swans",14,BL3,Dendrocygna guttata,Spotted Whistling-duck,50,0,0,0,0,0,0,0,50,0,Omnivore,Ref_1,A,Jennifer,30,50,20,0,0,0,0,0,Ref_1,1,Other,0,800,Dunning08,1,,
559,Nonpasseriformes,Anseriformes,Anatidae,"Ducks, geese and swans",14,BL3,Dendrocygna eytoni,Plumed Whistling-duck,0,0,0,0,0,0,0,0,20,80,PlantSeed,Ref_1,A,Jennifer,0,20,80,0,0,0,0,0,Ref_1,1,Morgane,0,78999,Dunning08,1,,
560,Nonpasseriformes,Anseriformes,Anatidae,"Ducks, geese and swans",14,BL3,Dendrocygna bicolor,Fulvous Whistling-duck,0,0,0,0,0,0,20,0,20,60,PlantSeed,Ref_1,A,Jennifer,20,80,0,0,0,0,0,0,Ref_1,1,Morgane,0,75637,Dunning08,1,,
563,Nonpasseriformes,Anseriformes,Anatidae,"Ducks, geese and swans",14,BL3,Dendrocygna arcuata,Wandering Whistling-duck,0,0,0,0,0,0,0,0,0,100,PlantSeed,Ref_1,A,Jennifer,70,30,0,0,0,0,0,0,Ref_1,1,Other,0,79618,Dunning08,1,,
564,Nonpasseriformes,Anseriformes,Anatidae,"Ducks, geese and swans",14,BL3,Dendrocygna javanica,Lesser Whistling-duck,0,0,0,0,0,0,0,0,20,80,PlantSeed,Ref_1,A,Jennifer,0,20,80,0,0,0,0,0,Ref_1,1,Morgane,0,51961,Dunning08,1,,
565,Nonpasseriformes,Anseriformes,Anatidae,"Ducks, geese and swans",14,BL3,Dendrocygna viduata,White-faced Whistling-duck,30,0,0,0,0,0,10,0,20,40,PlantSeed,Ref_1,A,Jennifer,80,20,0,0,0,0,0,0,Ref_1,1,Jessica,0,68999,Dunning08,1,,
566,Nonpasseriformes,Anseriformes,Anatidae,"Ducks, geese and swans",14,BL3,Dendrocygna arborea,West Indian Whistling-duck,0,0,0,0,0,0,40,0,30,30,PlantSeed,Ref_1,A,Jennifer,0,20,80,0,0,0,0,0,Ref_1,1,Other,0,1150,Dunning08,1,,
567,Nonpasseriformes,Anseriformes,Anatidae,"Ducks, geese and swans",14,BL3,Dendrocygna autumnalis,Black-bellied Whistling-duck,10,0,0,0,0,0,0,0,0,90,PlantSeed,Ref_1,A,Jennifer,0,50,50,0,0,0,0,0,Ref_1,1,Jessica,0,7553,Dunning08,1,,
568,Nonpasseriformes,Anseriformes,Anatidae,"Ducks, geese and swans",14,BL3,Thalassornis leuconotus,White-backed Duck,10,0,0,0,0,0,0,0,0,90,PlantSeed,Ref_1,A,Jennifer,100,0,0,0,0,0,0,0,Ref_1,1,Jessica,0,69833,PrimScale,1,,
572,Nonpasseriformes,Anseriformes,Anatidae,"Ducks, geese and swans",14,BL3,Nomonyx dominicus,Masked Duck,20,0,0,0,0,0,0,0,20,60,PlantSeed,Ref_1,A,Jennifer,100,0,0,0,0,0,0,0,Ref_1,1,Jessica,0,36497,Dunning08,1,,
573,Nonpasseriformes,Anseriformes,Anatidae,"Ducks, geese and swans",14,BL3,Oxyura jamaicensis,Ruddy Duck,60,0,0,0,0,0,0,0,40,0,Invertebrate,Ref_1,A,Jennifer,100,0,0,0,0,0,0,0,Ref_1,1,Jessica,0,60815,Dunning08,1,,
575,Nonpasseriformes,Anseriformes,Anatidae,"Ducks, geese and swans",14,BL3,Oxyura leucocephala,White-headed Duck,10,0,0,0,0,0,0,0,30,60,PlantSeed,Ref_1,A,Jennifer,80,20,0,0,0,0,0,0,Ref_1,1,Jessica,0,66109,Dunning08,1,,
576,Nonpasseriformes,Anseriformes,Anatidae,"Ducks, geese and swans",14,BL3,Oxyura maccoa,Maccoa Duck,30,0,0,0,0,0,0,0,40,30,PlantSeed,Ref_1,A,Jennifer,100,0,0,0,0,0,0,0,Ref_1,1,Jessica,0,674,Dunning08,1,,
577,Nonpasseriformes,Anseriformes,Anatidae,"Ducks, geese and swans",14,BL3,Oxyura vittata,Lake Duck,30,0,0,0,0,0,0,0,40,30,PlantSeed,Ref_1,A,Jennifer,100,0,0,0,0,0,0,0,Ref_1,1,Jessica,0,64268,Dunning08,1,,
578,Nonpasseriformes,Anseriformes,Anatidae,"Ducks, geese and swans",14,BL3,Oxyura australis,Blue-billed Duck,40,0,0,0,0,0,0,0,30,30,PlantSeed,Ref_1,A,Jennifer,80,20,0,0,0,0,0,0,Ref_1,1,Jessica,0,798,Dunning08,1,,
579,Nonpasseriformes,Anseriformes,Anatidae,"Ducks, geese and swans",14,BL3,Biziura lobata,Musk Duck,60,10,10,10,0,0,0,0,10,0,Invertebrate,Ref_1,A,Jennifer,100,0,0,0,0,0,0,0,Ref_1,1,Jessica,0,192854,Dunning08,1,,
580,Nonpasseriformes,Anseriformes,Anatidae,"Ducks, geese and swans",14,BL3,Heteronetta atricapilla,Black-headed Duck,20,0,0,0,0,0,0,0,40,40,PlantSeed,Ref_1,A,Jennifer,0,100,0,0,0,0,0,0,Ref_1,1,Jessica,0,53837,Dunning08,1,,
582,Nonpasseriformes,Anseriformes,Anatidae,"Ducks, geese and swans",14,BL3,Stictonetta naevosa,Freckled Duck,10,0,0,0,0,0,0,0,20,70,PlantSeed,Ref_1,A,Jennifer,0,100,0,0,0,0,0,0,Ref_1,1,Jessica,0,90327,Dunning08,1,,
586,Nonpasseriformes,Anseriformes,Anatidae,"Ducks, geese and swans",14,BL3,Cygnus olor,Mute Swan,10,0,10,0,0,0,0,0,0,80,PlantSeed,Ref_1,A,Jennifer,0,100,0,0,0,0,0,0,Ref_1,1,Jessica,0,1068204,Dunning08,1,,
587,Nonpasseriformes,Anseriformes,Anatidae,"Ducks, geese and swans",14,BL3,Cygnus atratus,Black Swan,0,0,0,0,0,0,0,0,0,100,PlantSeed,Ref_1,A,Jennifer,0,100,0,0,0,0,0,0,Ref_1,1,Jessica,0,562316,Dunning08,1,,
588,Nonpasseriformes,Anseriformes,Anatidae,"Ducks, geese and swans",14,BL3,Cygnus melancoryphus,Black-necked Swan,10,0,0,0,0,0,0,0,0,90,PlantSeed,Ref_1,A,Jennifer,0,100,0,0,0,0,0,0,Ref_1,1,Jessica,0,471168,Dunning08,1,,
589,Nonpasseriformes,Anseriformes,Anatidae,"Ducks, geese and swans",14,BL3,Cygnus cygnus,Whooper Swan,0,0,0,0,0,0,0,0,0,100,PlantSeed,Ref_1,A,Jennifer,0,80,20,0,0,0,0,0,Ref_1,1,Other,0,934999,Dunning08,1,,
590,Nonpasseriformes,Anseriformes,Anatidae,"Ducks, geese and swans",14,BL3,Cygnus buccinator,Trumpeter Swan,10,0,0,0,0,0,0,0,20,70,PlantSeed,Ref_1,A,Jennifer,0,100,0,0,0,0,0,0,Ref_1,1,Jessica,0,1107113,Dunning08,1,,
591,Nonpasseriformes,Anseriformes,Anatidae,"Ducks, geese and swans",14,BL3,Cygnus columbianus,Tundra Swan,0,0,0,0,0,0,0,0,0,100,PlantSeed,Ref_1,A,Jennifer,0,50,50,0,0,0,0,0,Ref_1,1,Jessica,0,637796,Dunning08,1,,
594,Nonpasseriformes,Anseriformes,Anatidae,"Ducks, geese and swans",14,BL3,Coscoroba coscoroba,Coscoroba Swan,30,0,0,30,0,0,0,0,0,40,Omnivore,Ref_1,A,Jennifer,0,50,50,0,0,0,0,0,Ref_1,1,Jessica,0,429478,Dunning08,1,,
598,Nonpasseriformes,Anseriformes,Anatidae,"Ducks, geese and swans",14,BL3,Anser cygnoides,Swan Goose,0,0,0,0,0,0,0,0,0,100,PlantSeed,Ref_1,A,Jennifer,0,20,80,0,0,0,0,0,Ref_1,1,Morgane,0,351194,Dunning08,1,,
599,Nonpasseriformes,Anseriformes,Anatidae,"Ducks, geese and swans",14,BL3,Anser brachyrhynchus,Pink-footed Goose,0,0,0,0,0,0,10,0,0,90,PlantSeed,Ref_1,A,Jennifer,0,40,60,0,0,0,0,0,Ref_1,1,Jessica,0,264204,Dunning08,1,,
600,Nonpasseriformes,Anseriformes,Anatidae,"Ducks, geese and swans",14,BL3,Anser fabalis,Bean Goose,0,0,0,0,0,0,20,0,0,80,PlantSeed,Ref_1,A,Jennifer,0,20,80,0,0,0,0,0,Ref_1,1,Morgane,0,275473,Dunning08,1,,
603,Nonpasseriformes,Anseriformes,Anatidae,"Ducks, geese and swans",14,BL3,Anser albifrons,Greater White-fronted Goose,0,0,0,0,0,0,10,0,0,90,PlantSeed,Ref_1,A,Jennifer,0,20,80,0,0,0,0,0,Ref_1,1,Morgane,0,250639,Dunning08,1,,
606,Nonpasseriformes,Anseriformes,Anatidae,"Ducks, geese and swans",14,BL3,Anser erythropus,Lesser White-fronted Goose,0,0,0,0,0,0,0,0,0,100,PlantSeed,Ref_1,A,Jennifer,0,20,80,0,0,0,0,0,Ref_1,1,Morgane,0,17555,Dunning08,1,,
607,Nonpasseriformes,Anseriformes,Anatidae,"Ducks, geese and swans",14,BL3,Anser anser,Greylag Goose,0,0,0,0,0,0,10,0,10,80,PlantSeed,Ref_1,A,Jennifer,0,20,80,0,0,0,0,0,Ref_1,1,Jessica,0,330241,Dunning08,1,,
608,Nonpasseriformes,Anseriformes,Anatidae,"Ducks, geese and swans",14,BL3,Anser indicus,Bar-headed Goose,0,0,0,0,0,0,0,0,0,100,PlantSeed,Ref_1,A,Jennifer,0,20,80,0,0,0,0,0,Ref_1,1,Jessica,0,221255,Dunning08,1,,
609,Nonpasseriformes,Anseriformes,Anatidae,"Ducks, geese and swans",14,BL3,Chen caerulescens,Snow Goose,0,0,0,0,0,0,0,0,10,90,PlantSeed,Ref_1,A,Jennifer,0,20,80,0,0,0,0,0,Ref_1,1,Jessica,0,263615,Dunning08,1,,
610,Nonpasseriformes,Anseriformes,Anatidae,"Ducks, geese and swans",14,BL3,Chen rossii,Ross's Goose,0,0,0,0,0,0,0,0,0,100,PlantSeed,Ref_1,A,Jennifer,0,20,80,0,0,0,0,0,Ref_1,1,Morgane,0,163599,Dunning08,1,,
611,Nonpasseriformes,Anseriformes,Anatidae,"Ducks, geese and swans",14,BL3,Chen canagica,Emperor Goose,10,0,0,0,0,0,20,0,0,70,PlantSeed,Ref_1,A,Jennifer,0,20,80,0,0,0,0,0,Ref_1,1,Morgane; Walter,0,213649,Dunning08,1,,
612,Nonpasseriformes,Anseriformes,Anatidae,"Ducks, geese and swans",14,BL3,Branta sandvicensis,Hawaiian Goose,0,0,0,0,0,0,0,20,0,80,PlantSeed,Ref_1,A,Jennifer,0,10,90,0,0,0,0,0,Ref_1,1,Morgane,0,204412,Dunning08,1,,
613,Nonpasseriformes,Anseriformes,Anatidae,"Ducks, geese and swans",14,BL3,Branta canadensis,Canada Goose,0,0,0,0,0,0,10,0,0,90,PlantSeed,Ref_1,A,Jennifer,0,40,60,0,0,0,0,0,Ref_1,1,Jessica,0,281168,Dunning08,1,,
615,Nonpasseriformes,Anseriformes,Anatidae,"Ducks, geese and swans",14,BL3,Branta leucopsis,Barnacle Goose,0,0,0,0,0,0,0,0,10,90,PlantSeed,Ref_1,A,Jennifer,0,20,80,0,0,0,0,0,Ref_1,1,Morgane,0,168397,Dunning08,1,,
616,Nonpasseriformes,Anseriformes,Anatidae,"Ducks, geese and swans",14,BL3,Branta bernicla,Brent Goose,0,0,0,0,0,0,0,0,0,100,PlantSeed,Ref_1,A,Jennifer,0,40,60,0,0,0,0,0,Ref_1,1,Jessica,0,127791,Dunning08,1,,
619,Nonpasseriformes,Anseriformes,Anatidae,"Ducks, geese and swans",14,BL3,Branta ruficollis,Red-breasted Goose,0,0,0,0,0,0,0,0,0,100,PlantSeed,Ref_1,A,Jennifer,0,20,80,0,0,0,0,0,Ref_1,1,Morgane,0,122647,Dunning08,1,,
621,Nonpasseriformes,Anseriformes,Anatidae,"Ducks, geese and swans",14,BL3,Cereopsis novaehollandiae,Cape Barren Goose,0,0,0,0,0,0,0,0,20,80,PlantSeed,Ref_1,A,Jennifer,0,10,90,0,0,0,0,0,Ref_1,1,Morgane,0,355999,Dunning08,1,,
624,Nonpasseriformes,Anseriformes,Anatidae,"Ducks, geese and swans",14,BL3,Plectropterus gambensis,Spur-winged Goose,0,0,0,10,0,0,10,0,20,60,PlantSeed,Ref_1,A,Jennifer,0,10,90,0,0,0,0,0,Ref_1,1,Other,0,3869,Dunning08,1,,
626,Nonpasseriformes,Anseriformes,Anatidae,"Ducks, geese and swans",14,BL3,Sarkidiornis melanotos,Comb Duck,30,0,0,0,0,0,0,0,30,40,PlantSeed,Ref_1,A,Jennifer,0,50,50,0,0,0,0,0,Ref_1,1,Jessica,0,2610,Dunning08,1,,
629,Nonpasseriformes,Anseriformes,Anatidae,"Ducks, geese and swans",14,BL3,Tadorna ferruginea,Ruddy Shelduck,10,0,0,0,10,0,0,0,20,60,PlantSeed,Ref_1,A,Jennifer,0,100,0,0,0,0,0,0,Ref_1,1,Jessica,0,123503,Dunning08,1,,
630,Nonpasseriformes,Anseriformes,Anatidae,"Ducks, geese and swans",14,BL3,Tadorna cana,South African Shelduck,20,0,0,0,0,0,0,0,30,50,PlantSeed,Ref_1,A,Jennifer,0,50,50,0,0,0,0,0,Ref_1,1,Jessica,0,1182,Dunning08,1,,
631,Nonpasseriformes,Anseriformes,Anatidae,"Ducks, geese and swans",14,BL3,Tadorna tadornoides,Australian Shelduck,40,0,0,10,0,0,0,0,20,30,Omnivore,Ref_1,A,Jennifer,0,50,50,0,0,0,0,0,Ref_1,1,Jessica,0,141868,Dunning08,1,,
632,Nonpasseriformes,Anseriformes,Anatidae,"Ducks, geese and swans",14,BL3,Tadorna variegata,Paradise Shelduck,50,0,0,0,0,0,0,0,0,50,Omnivore,Ref_1,A,Jennifer,0,20,80,0,0,0,0,0,Ref_1,1,Other,0,154095,Dunning08,1,,
634,Nonpasseriformes,Anseriformes,Anatidae,"Ducks, geese and swans",14,BL3,Tadorna tadorna,Common Shelduck,70,0,0,20,0,0,0,0,0,10,Invertebrate,Ref_1,A,Jennifer,0,90,10,0,0,0,0,0,Ref_1,1,Other,0,114683,Dunning08,1,,
635,Nonpasseriformes,Anseriformes,Anatidae,"Ducks, geese and swans",14,BL3,Tadorna radjah,Radjah Shelduck,80,0,0,0,0,0,0,0,0,20,Invertebrate,Ref_1,A,Jennifer,0,40,60,0,0,0,0,0,Ref_1,1,Jessica,0,88522,Dunning08,1,,
636,Nonpasseriformes,Anseriformes,Anatidae,"Ducks, geese and swans",14,BL3,Malacorhynchus membranaceus,Pink-eared Duck,70,0,0,0,0,0,0,0,0,30,Invertebrate,Ref_1,A,Jennifer,0,100,0,0,0,0,0,0,Ref_1,1,Jessica,0,37279,Dunning08,1,,
637,Nonpasseriformes,Anseriformes,Anatidae,"Ducks, geese and swans",14,BL3,Alopochen aegyptiaca,Egyptian Goose,10,0,0,0,0,0,0,0,0,90,PlantSeed,Ref_1,A,Jennifer,0,30,70,0,0,0,0,0,Ref_1,1,Other,0,1873,Dunning08,1,,
638,Nonpasseriformes,Anseriformes,Anatidae,"Ducks, geese and swans",14,BL3,Neochen jubata,Orinoco Goose,20,0,0,0,0,0,0,0,0,80,PlantSeed,Ref_1,B,Jennifer,0,20,80,0,0,0,0,0,Ref_1,1,Morgane,0,1250,Dunning08,1,,
639,Nonpasseriformes,Anseriformes,Anatidae,"Ducks, geese and swans",14,BL3,Chloephaga melanoptera,Andean Goose,0,0,0,0,0,0,0,0,0,100,PlantSeed,Ref_1,A,Jennifer,0,50,50,0,0,0,0,0,Ref_1,1,Jessica,0,2037,Dunning08,1,,
640,Nonpasseriformes,Anseriformes,Anatidae,"Ducks, geese and swans",14,BL3,Chloephaga picta,Upland Goose,0,0,0,0,0,0,0,0,20,80,PlantSeed,Ref_1,A,Jennifer,0,20,80,0,0,0,0,0,Ref_1,1,Morgane,0,288037,Dunning08,1,,
